barcode, search, find, payment, boleto, buscados, localizar, pagamento, DDA
transport, vehicle, short
balance, simulate, simulation, test, try, calculate, math
filter, funnel
private banker, pb, private, lila
emoji, smiley, emotion, face, happy, smile, lauch, amazed, joyful, overjoyed
file, office, clip, anexo
modo rua, house, home, person
sunset, afternoon, twilight, nightfall, fim do dia, tarde, crepúsculo, sundown, golden hour
security, segurança, seguridad, armario, almacenamiento, armazenamento
tube, test, blood, lab
call, end, hang up, hang off
office, city, flat, neighborhood, imóvel, real estate, investimento, imobiliário, fiis, fii, fundo, equities, equity
bill, drop, moist
idea, lamp, electricity, bill
tourism, turismo, brasil, brazil, monumento, paisaje
business, conta pj, bussiness account
person, avatar, profile, message, letter, invitation, invite, mail, mgm
prize, award, success, gift, champion, competition, winner, sports, achievement, reward
transport, vehicle, short, cog, adjustments, configuration, nut
ribbon, death, reminder
ônibus, transport, travel, veículo, vehicle, big, tall
pets, cats, dogs, animais, estimação
movie, cinema, cine, palomitas, snack, filme, pipoca

open, expand, more, chevron, show
cartão, roxinho, moradita, tarjeta, arrows
car, parking lot, ticket gate, vehicle
dotted, square, empty
document, documento, pasaporte, identidad, viaje
update, refresh, reload, change, exchange, rotate, rotation, arrow, money, dollar, sign
money, finances, financial health
camera, recording, slash
sport, esporte, deporte, zapatillas, fitness, corrida, exercicio, tênis, pé, quick
cdb, fixed income, money protection, security, trustworthy, renda fixa, fgc
accessibility, building, floor
voice, off, closed, slash, mute
cartão, roxinho, global, vertical, físico
fork, knife, food, voucher, restaurant, cutlery
football, futebol, world cup, copa do mundo, sports
kitchen, appliance, food
yield, attention, critical, investment, crypto, money box
kitchen, appliance, cleaning, cutlery
leaf
chair, furniture, home
airflow, ventilation, cooling, heat
network, social media, video, google, shorts
card, roxinho, vertical, shield, insurance, secure, safe, protect, safety
pedacinho, crystal, jewel, geo
priority, attention, warning, importance, important, red flag
briefcase, kit, medical, emergency, medicine
insurance, coverage, house, temporary, time, clock, casa
phone, ligação, quero ligar, call, make a call, outgoing
rewind, past, steps, back
network, social media, curriculum, resume
lifestyle, travels, flight, shopping
buy, carrinho, supermarket
reload, rotate, rotation, arrow, loop, try again, retry, replay
cocktail, bar, martini, party, beverage, cosmopolitan
money, lending, borrow, limit
refund, reimbursement, trusted deposit, chargeback
paper, file, terms, contract, portability, change
nucoin, level, loyalty
division, defer, split, break
modo rua, house, home, person
japan, japão, japón, templo, espiritualidade
card, credit, transfer
message, dm, chat, paper plane, direct

broom, sweep
date, year, month, day, schedule, event, edit, change, exclamation
food, comida, lanche, merienda, refrigerio, biscoito, saco, embalagem, quick
device, mobile, celular, broken
technology, tecnologia, computadora, computador, agregar, digital, pc
bathroom, cuidados pessoais, self care, dispenser
monitor, desktop, pc, macbook, imac, device, hardware
subscriptions, renew, payments, date, year, month, day, schedule, event
