#,Status,Name,Preview,Filled,Animated,Category,Creative Freedom,Brief,Keywords,FigmaPath,Style,NodeId,HasOutlined,HasFilled,File
247,To Do,nucoin_level1,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/247-nucoin_level1.png"")",FALSE,FALSE,Products,,,,outlined/products/nucoin_level1,outlined,25206:2098,True,False,247-nucoin_level1.png
248,To Do,crib,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/248-crib.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/crib,outlined,147:2142,True,False,248-crib.png
249,To Do,instagram,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/249-instagram.png"")",FALSE,FALSE,Social,,,,outlined/social/instagram,outlined,147:1471,True,True,249-instagram.png
250,To Do,parking_sign,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/250-parking_sign.png"")",FALSE,FALSE,Objects,,,,outlined/objects/transport/parking_sign,outlined,147:1691,True,False,250-parking_sign.png
251,To Do,international_transfer_in,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/251-international_transfer_in.png"")",FALSE,FALSE,Financial,,,,outlined/financial/other/international_transfer_in,outlined,7559:1798,True,False,251-international_transfer_in.png
252,To Do,nucoin_level5,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/252-nucoin_level5.png"")",FALSE,FALSE,Products,,,,outlined/products/nucoin_level5,outlined,25206:2095,True,False,252-nucoin_level5.png
253,To Do,drag_handle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/253-drag_handle.png"")",FALSE,FALSE,UI Actions,,,,outlined/ui actions/common actions/drag_handle,outlined,147:1460,True,False,253-drag_handle.png
254,To Do,add_circle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/254-add_circle.png"")",FALSE,FALSE,Actions,,,,outlined/actions/common actions/add_circle,outlined,147:1589,True,False,254-add_circle.png
255,To Do,others,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/255-others.png"")",FALSE,FALSE,Categories,,,,outlined/categories/transactions/others,outlined,147:2058,True,True,255-others.png
256,To Do,tree,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/256-tree.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/tree,outlined,7797:2310,True,False,256-tree.png
257,To Do,car_plate,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/257-car_plate.png"")",FALSE,FALSE,Objects,,,,outlined/objects/transport/car_plate,outlined,147:1724,True,False,257-car_plate.png
258,To Do,sentiment_dissatisfied,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/258-sentiment_dissatisfied.png"")",FALSE,FALSE,Actions,,,,outlined/actions/feedbacks/sentiment_dissatisfied,outlined,147:1561,True,False,258-sentiment_dissatisfied.png
259,To Do,ticket,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/259-ticket.png"")",FALSE,FALSE,Financial,,,,outlined/financial/other/ticket,outlined,147:1967,True,False,259-ticket.png
260,To Do,location_off,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/260-location_off.png"")",FALSE,FALSE,System,,,,outlined/system/location_off,outlined,147:1623,True,False,260-location_off.png
261,To Do,spa,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/261-spa.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/spa,outlined,147:2085,True,False,261-spa.png
262,To Do,smartphone_vibration,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/262-smartphone_vibration.png"")",FALSE,FALSE,System,,,,outlined/system/smartphone_vibration,outlined,7791:2332,True,False,262-smartphone_vibration.png
263,To Do,weights,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/263-weights.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/weights,outlined,147:2088,True,False,263-weights.png
264,To Do,erase,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/264-erase.png"")",FALSE,FALSE,UI Actions,,,,outlined/ui actions/common actions/erase,outlined,147:1545,True,False,264-erase.png
265,To Do,pause,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/265-pause.png"")",FALSE,FALSE,Actions,,,,outlined/actions/common actions/pause,outlined,147:1648,True,False,265-pause.png
266,To Do,unfold_less,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/266-unfold_less.png"")",FALSE,FALSE,UI Actions,,,,outlined/ui actions/common actions/unfold_less,outlined,147:1458,True,False,266-unfold_less.png
267,To Do,pos,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/267-pos.png"")",FALSE,FALSE,Financial,,,,outlined/financial/other/pos,outlined,147:1949,True,False,267-pos.png
268,To Do,bell_off,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/268-bell_off.png"")",FALSE,FALSE,System,,,,outlined/system/bell_off,outlined,23594:2085,True,False,268-bell_off.png
269,To Do,nucoin_level4,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/269-nucoin_level4.png"")",FALSE,FALSE,Products,,,,outlined/products/nucoin_level4,outlined,25206:2092,True,False,269-nucoin_level4.png
270,To Do,heart_halo,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/270-heart_halo.png"")",FALSE,FALSE,Objects,,,,outlined/objects/health/heart_halo,outlined,147:1769,True,False,270-heart_halo.png
271,To Do,nu_tag_ship,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/271-nu_tag_ship.png"")",FALSE,FALSE,Objects,,,,outlined/objects/transport/nu_tag_ship,outlined,4232:1660,True,False,271-nu_tag_ship.png
272,To Do,card_collateral,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/272-card_collateral.png"")",FALSE,FALSE,Financial,,,,outlined/financial/cards/card_collateral,outlined,147:1889,True,False,272-card_collateral.png
273,To Do,sofa_bed,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/273-sofa_bed.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/sofa_bed,outlined,147:2124,True,False,273-sofa_bed.png
274,To Do,nucoin_level3,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/274-nucoin_level3.png"")",FALSE,FALSE,Products,,,,outlined/products/nucoin_level3,outlined,25206:2089,True,False,274-nucoin_level3.png
275,To Do,global_virtual_card,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/275-global_virtual_card.png"")",FALSE,FALSE,Financial,,,,outlined/financial/cards/global_virtual_card,outlined,147:2030,True,False,275-global_virtual_card.png
276,To Do,hearts,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/276-hearts.png"")",FALSE,FALSE,Objects,,,,outlined/objects/health/hearts,outlined,147:1766,True,False,276-hearts.png
277,To Do,uv_logo,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/277-uv_logo.png"")",FALSE,FALSE,Logos,,,,outlined/logos/uv_logo,outlined,5281:1662,True,False,277-uv_logo.png
278,To Do,money_shield,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/278-money_shield.png"")",FALSE,FALSE,Objects,,,,outlined/objects/security/money_shield,outlined,6258:1768,True,False,278-money_shield.png
279,To Do,rocket,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/279-rocket.png"")",FALSE,FALSE,Objects,,,,outlined/objects/transport/rocket,outlined,25206:2102,True,False,279-rocket.png
280,To Do,board_games,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/280-board_games.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/board_games,outlined,147:2127,True,False,280-board_games.png
281,To Do,suitcase,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/281-suitcase.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/suitcase,outlined,7791:2338,True,False,281-suitcase.png
282,To Do,sentiment_neutral,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/282-sentiment_neutral.png"")",FALSE,FALSE,Actions,,,,outlined/actions/feedbacks/sentiment_neutral,outlined,147:1563,True,False,282-sentiment_neutral.png
283,To Do,bar_code_share,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/283-bar_code_share.png"")",FALSE,FALSE,Financial,,,,outlined/financial/other/bar_code_share,outlined,9271:2353,True,False,283-bar_code_share.png
284,To Do,shower,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/284-shower.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/shower,outlined,7797:2314,True,False,284-shower.png
285,To Do,cars_shield,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/285-cars_shield.png"")",FALSE,FALSE,Objects,,,,outlined/objects/transport/cars_shield,outlined,147:1802,True,False,285-cars_shield.png
286,To Do,atm_services,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/286-atm_services.png"")",FALSE,FALSE,Financial,,,,outlined/financial/other/atm_services,outlined,25207:2120,True,False,286-atm_services.png
287,To Do,shared_virtual_card,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/287-shared_virtual_card.png"")",FALSE,FALSE,Financial,,,,outlined/financial/cards/shared_virtual_card,outlined,147:1886,True,False,287-shared_virtual_card.png
288,To Do,refrigerator,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/288-refrigerator.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/refrigerator,outlined,4635:1701,True,False,288-refrigerator.png
289,To Do,stethoscope,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/289-stethoscope.png"")",FALSE,FALSE,Objects,,,,outlined/objects/health/stethoscope,outlined,6438:1736,True,False,289-stethoscope.png
290,To Do,bbq,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/290-bbq.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/BBQ,outlined,147:2115,True,False,290-bbq.png
291,To Do,wifi,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/291-wifi.png"")",FALSE,FALSE,Categories,,,,outlined/categories/transactions/wifi,outlined,147:2071,True,False,291-wifi.png
292,To Do,coin,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/292-coin.png"")",FALSE,FALSE,Financial,,,,outlined/financial/other/coin,outlined,15375:2584,True,False,292-coin.png
293,To Do,expand,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/293-expand.png"")",FALSE,FALSE,UI Actions,,,,outlined/ui actions/common_actions/expand,outlined,27035:2090,True,False,293-expand.png
294,To Do,user_outside,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/294-user_outside.png"")",FALSE,FALSE,Objects,,,,outlined/objects/security/user_outside,outlined,147:1721,True,False,294-user_outside.png
295,To Do,play_circle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/295-play_circle.png"")",FALSE,FALSE,Actions,,,,outlined/actions/common actions/play_circle,outlined,147:1587,True,False,295-play_circle.png
296,To Do,flower,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/296-flower.png"")",FALSE,FALSE,Objects,,,,outlined/objects/other/flower,outlined,147:1772,True,False,296-flower.png
297,To Do,book,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/297-book.png"")",FALSE,FALSE,Objects,,,,outlined/objects/other/book,outlined,147:1668,True,False,297-book.png
298,To Do,fire,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/298-fire.png"")",FALSE,FALSE,Objects,,,,outlined/objects/other/fire,outlined,147:1787,True,False,298-fire.png
299,To Do,more_vertical,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/299-more_vertical.png"")",FALSE,FALSE,UI Actions,,,,outlined/ui actions/navigation/more_vertical,outlined,147:1454,True,False,299-more_vertical.png
300,To Do,fire_extinguisher,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/300-fire_extinguisher.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/fire_extinguisher,outlined,147:2160,True,False,300-fire_extinguisher.png
301,To Do,libras,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/301-libras.png"")",FALSE,FALSE,Human,,,,outlined/human/libras,outlined,147:1666,True,False,301-libras.png
302,To Do,card_blocked,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/302-card_blocked.png"")",FALSE,FALSE,Financial,,,,outlined/financial/cards/card_blocked,outlined,147:1875,True,False,302-card_blocked.png
303,To Do,volume_up,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/303-volume_up.png"")",FALSE,FALSE,System,,,,outlined/system/volume_up,outlined,26228:2181,True,False,303-volume_up.png
304,To Do,shield_phone,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/304-shield_phone.png"")",FALSE,FALSE,Objects,,,,outlined/objects/security/shield_phone,outlined,5894:1766,True,False,304-shield_phone.png
305,To Do,eye_sparkle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/305-eye_sparkle.png"")",FALSE,FALSE,Actions,,,,outlined/actions/common actions/eye_sparkle,outlined,147:1850,True,False,305-eye_sparkle.png
306,To Do,card_transfer,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/306-card_transfer.png"")",FALSE,FALSE,Financial,,,,outlined/financial/cards/card_transfer,outlined,9213:2350,True,False,306-card_transfer.png
307,To Do,double_bed,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/307-double_bed.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/double_bed,outlined,147:2118,True,False,307-double_bed.png
308,To Do,volume_off,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/308-volume_off.png"")",FALSE,FALSE,System,,,,outlined/system/volume_off,outlined,26228:2184,True,False,308-volume_off.png
309,To Do,taxi_car,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/309-taxi_car.png"")",FALSE,FALSE,Categories,,,,outlined/categories/transactions/taxi_car,outlined,147:2048,True,False,309-taxi_car.png
310,To Do,bre_b,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/310-bre_b.png"")",FALSE,FALSE,Logos,,,,outlined/logos/bre_b,outlined,9518:2349,True,False,310-bre_b.png
311,To Do,play,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/311-play.png"")",FALSE,FALSE,Actions,,,,outlined/actions/common actions/play,outlined,147:1646,True,True,311-play.png
312,To Do,pig,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/312-pig.png"")",FALSE,FALSE,Products,,,,outlined/products/pig,outlined,147:1929,True,False,312-pig.png
313,To Do,remove_circle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/313-remove_circle.png"")",FALSE,FALSE,Actions,,,,outlined/actions/common actions/remove_circle,outlined,147:1591,True,False,313-remove_circle.png
314,To Do,towel,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/314-towel.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/towel,outlined,147:2154,True,False,314-towel.png
315,To Do,email_add,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/315-email_add.png"")",FALSE,FALSE,Actions,,,,outlined/actions/common actions/email_add,outlined,147:1553,True,False,315-email_add.png
316,To Do,robot,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/316-robot.png"")",FALSE,FALSE,Objects,,,,outlined/objects/other/robot,outlined,26760:2095,True,False,316-robot.png
317,To Do,foot_circles,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/317-foot_circles.png"")",FALSE,FALSE,Objects,,,,outlined/objects/health/foot_circles,outlined,147:1847,True,False,317-foot_circles.png
318,To Do,taj_mahal,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/318-taj_mahal.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/taj_mahal,outlined,7791:2342,True,False,318-taj_mahal.png
319,To Do,ping_pong,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/319-ping_pong.png"")",FALSE,FALSE,Categories,,,,outlined/categories/transactions/ping_pong,outlined,147:2054,True,False,319-ping_pong.png
320,To Do,washing_machine,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/320-washing_machine.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/washing_machine,outlined,147:2100,True,False,320-washing_machine.png
321,To Do,whatsapp,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/321-whatsapp.png"")",FALSE,FALSE,Social,,,,outlined/social/whatsapp,outlined,147:1479,True,True,321-whatsapp.png
322,To Do,ev_charger,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/322-ev_charger.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/ev_charger,outlined,147:2157,True,False,322-ev_charger.png
323,To Do,gift_cards,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/323-gift_cards.png"")",FALSE,FALSE,Objects,,,,outlined/objects/other/gift_cards,outlined,188:1191,True,False,323-gift_cards.png
324,To Do,shield_warning,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/324-shield_warning.png"")",FALSE,FALSE,Objects,,,,outlined/objects/security/shield_warning,outlined,147:1826,True,False,324-shield_warning.png
325,To Do,stretching,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/325-stretching.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/stretching,outlined,7791:2336,True,False,325-stretching.png
326,To Do,cpf,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/326-cpf.png"")",FALSE,FALSE,Objects,,,,outlined/objects/other/cpf,outlined,147:1609,True,False,326-cpf.png
327,To Do,horizontal_virtual_card,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/327-horizontal_virtual_card.png"")",FALSE,FALSE,Financial,,,,outlined/financial/cards/horizontal_virtual_card,outlined,147:1898,True,False,327-horizontal_virtual_card.png
328,To Do,bike,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/328-bike.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/bike,outlined,7791:2312,True,False,328-bike.png
329,To Do,curative,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/329-curative.png"")",FALSE,FALSE,Objects,,,,outlined/objects/health/curative,outlined,6438:1733,True,False,329-curative.png
330,To Do,eiffel_tower,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/330-eiffel_tower.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/eiffel_tower,outlined,7791:2318,True,False,330-eiffel_tower.png
331,To Do,car_glass_spark,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/331-car_glass_spark.png"")",FALSE,FALSE,Objects,,,,outlined/objects/transport/car_glass_spark,outlined,147:1805,True,False,331-car_glass_spark.png
332,To Do,card_receveid,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/332-card_receveid.png"")",FALSE,FALSE,Financial,,,,outlined/financial/cards/card_receveid,outlined,4753:1692,True,False,332-card_receveid.png
333,To Do,laptop,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/333-laptop.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/laptop,outlined,7791:2320,True,False,333-laptop.png
334,To Do,shapes_box,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/334-shapes_box.png"")",FALSE,FALSE,Objects,,,,outlined/objects/other/shapes_box,outlined,147:1703,True,False,334-shapes_box.png
335,To Do,restaurant,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/335-restaurant.png"")",FALSE,FALSE,Categories,,,,outlined/categories/transactions/restaurant,outlined,147:2046,True,False,335-restaurant.png
336,To Do,car_shield,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/336-car_shield.png"")",FALSE,FALSE,Objects,,,,outlined/objects/transport/car_shield,outlined,147:1793,True,False,336-car_shield.png
337,To Do,twitter,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/337-twitter.png"")",FALSE,FALSE,Social,,,,outlined/social/twitter,outlined,147:1475,True,True,337-twitter.png
338,To Do,international_transfer,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/338-international_transfer.png"")",FALSE,FALSE,Financial,,,,outlined/financial/other/international_transfer,outlined,147:1957,True,False,338-international_transfer.png
339,To Do,co2_alarm,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/339-co2_alarm.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/co2_alarm,outlined,147:2130,True,False,339-co2_alarm.png
340,To Do,square,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/340-square.png"")",FALSE,FALSE,Actions,,,,outlined/actions/common actions/square,outlined,147:1650,True,False,340-square.png
341,To Do,horizontal_card,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/341-horizontal_card.png"")",FALSE,FALSE,Financial,,,,outlined/financial/cards/horizontal_card,outlined,147:1892,True,False,341-horizontal_card.png
342,To Do,smartphone_lock,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/342-smartphone_lock.png"")",FALSE,FALSE,Objects,,,,outlined/objects/security/smartphone_lock,outlined,147:1512,True,False,342-smartphone_lock.png
343,To Do,interest,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/343-interest.png"")",FALSE,FALSE,Financial,,,,outlined/financial/other/interest,outlined,147:1911,True,False,343-interest.png
344,To Do,nu_logo,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/344-nu_logo.png"")",FALSE,FALSE,Logos,,,,outlined/logos/nu_logo,outlined,147:1943,True,False,344-nu_logo.png
345,To Do,shop_search,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/345-shop_search.png"")",FALSE,FALSE,Products,,,,outlined/products/shop_search,outlined,23677:2088,True,False,345-shop_search.png
346,To Do,bitcoin,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/346-bitcoin.png"")",FALSE,FALSE,Products,,,,outlined/products/bitcoin,outlined,21644:2113,True,False,346-bitcoin.png
347,To Do,single_bed,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/347-single_bed.png"")",FALSE,FALSE,Categories,,,,outlined/categories/travel/single_bed,outlined,147:2121,True,False,347-single_bed.png
348,To Do,close_mini,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/348-close_mini.png"")",FALSE,FALSE,UI Actions,,,,outlined/ui actions/navigation/close_mini,outlined,147:1442,True,False,348-close_mini.png
349,To Do,half_dotted_circle,"=IMAGE(""https://raw.githubusercontent.com/zezorzan/zeroheight-integration-test/main/icon-previews-remaining/349-half_dotted_circle.png"")",FALSE,FALSE,Actions,,,,[Magic] outlined/actions/feedbacks/half_dotted_circle,outlined,27082:2122,True,False,349-half_dotted_circle.png
